record_id,canonical_id,source,provenance_sources,source_record_id,doi,pmid,pmcid,title,abstract,year,publication_date,document_type,language,url,is_preprint,duplicate_count,query_branches,local_multiomics_match,local_aging_match,local_causal_anchor_match,local_three_block_match
doi:10.1002/alz.70452,doi:10.1002/alz.70452,europepmc,europepmc;pubmed;scopus,MED:40631452,10.1002/alz.70452,40631452,PMC12238832,Comprehensive characterization of the RNA editing landscape in the human aging brains with Alzheimer's disease.,"Introduction While RNA editing has been linked to Alzheimer's disease (AD), its specific impact on the transcriptomic landscape in human AD brains remains under explored. Methods We conducted a comprehensive analysis of RNA editing across nine human brain regions affected by AD, utilizing RNA-seq data and matched whole-genome sequencing data from three human brain biobanks, adjusting for age, post mortem interval, sex, and apolipoprotein E4 (APOE4) status. Results RNA-editing events were identified in both AD and healthy control aging brains, highlighting 127 genes with significant RNA editing loci. AD exhibited elevated RNA editing in the parahippocampal gyrus and cerebellar cortex. We also discovered 147 colocalized genome-wide association studies (GWAS) and cis-edQTL (± 1 MB) signals in 48 likely causal genes encompassing CLU, BIN1, and GRIN3B, primarily allied to amyloid and tau pathology, and neuroinflammation. Discussion Our findings delineate RNA editing regulatory signatures in human AD, providing novel insights into AD pathophysiology and potential biomarkers and therapeutic targets. Highlights ·We discovered genome-wide landscape of RNA editing signals from 4208 (1364 Alzheimer's disease [AD] cases vs. 742 healthy controls) RNA-seq data across nine human brain regions from three large brain biobanks (Mount Sinai Brain Bank [MSBB], Mayo Clinic [MAYO] Religious Order Study and Memory and Aging Project [ROSMAP]) tied with AD, including in sex-specific and apolipoprotein E4 (APOE4) -specific manner adjusting for age, post mortem interval (PMI), sex, and APOE4 status. ·We emphasize 127 genes, including SYT11, KCNIP4, NRG3, ANKS1B, and RALYL, exhibiting significant RNA editing loci shared by multiple brain tissues, mainly implicated in synaptic plasticity, signaling and transmission, neuronal development, and morphogenesis. ·Brain-wide tissue-specific cis-regulatory variants (cis-edQTLs) were inspected using matched genotyping data from 3627 samples from all brain biobanks. We revealed 147 colocalized AD-GWAS and cis-edQTLs signals pertaining to 48 likely causal genes comprising CLU (rs7982, rs1532278), BIN1 (rs2276582, rs3768863), GRIN3B (rs10417824, rs1058603), NYAP1 (rs12539172), DGKQ (rs4690197, rs3733347), CLPTM1 (rs204468), etc. ·Colocalized signals show affiliations to tau protein binding, amyloid-β regulation, cellular morphogenesis, and immune response pathway suggesting possible roles of epitranscriptomic mechanisms in shaping the AD risk.",2025,2025-07-01,research-article; Journal Article,eng,https://europepmc.org/article/MED/40631452,False,2,,True,True,True,True
doi:10.1002/jcsm.12644,doi:10.1002/jcsm.12644,pubmed,pubmed;scopus,33258279,10.1002/jcsm.12644,33258279,PMC7890150,Heart and neural crest derivative 2-induced preservation of sympathetic neurons attenuates sarcopenia with aging.,"Sarcopenia, or age-dependent decline in muscle force and power, impairs mobility, increasing the risk of falls, institutionalization, co-morbidity, and premature death. The discovery of adrenoceptors, which mediate the effects of the sympathetic nervous system (SNS) neurotransmitter norepinephrine on specific tissues, sparked the development of sympathomimetics that have profound influence on skeletal muscle mass. However, chronic administration has serious side effects that preclude their use for muscle-wasting conditions. Interventions that can adjust neurotransmitter release to changing physiological demands depend on understanding how the SNS affects neuromuscular transmission, muscle motor innervation, and muscle mass. We examined age-dependent expression of the heart and neural crest derivative 2 (Hand2), a critical transcription factor for SN maintenance, and we tested the possibility that inducing its expression exclusively in sympathetic neurons (SN) will prevent (i) motor denervation, (ii) impaired neuromuscular junction (NMJ) transmission, and (iii) loss of muscle mass and function in old mice. To test this hypothesis, we delivered a viral vector carrying Hand2 expression or an empty vector exclusively in SNs by vein injection in 16-month-old C57BL/6 mice that were sacrificed 6 months later. Techniques include RNA-sequencing, real-time PCR, genomic DNA methylation, viral vector construct, tissue immunohistochemistry, immunoblot, confocal microscopy, electrophysiology, and in vivo mouse physical performance. Hand2 expression declines throughout life, but inducing its expression increased (i) the number and size of SNs, (ii) muscle sympathetic innervation, (iii) muscle weight and force and whole-body strength, (iv) myofiber size but not muscle fibre-type composition, (v) NMJ transmission and nerve-evoked muscle force, and (vi) motor innervation in old mice. Additionally, the SN controls a set of genes to reduce inflammation and to promote transcription factor activity, cell signalling, and synapse in the skeletal muscle. Hand2 DNA methylation may contribute, at least partially, to gene silencing. Selective expression of Hand2 in the mouse SNs from middle age through old age increases muscle mass and force by (i) regulating skeletal muscle sympathetic and motor innervation; (ii) improving acetylcholine receptor stability and NMJ transmission; (iii) preventing inflammation and myofibrillar protein degradation; (iv) increasing autophagy; and (v) probably enhancing protein synthesis.",2020,2020-11-30,"Journal Article; Research Support, N.I.H., Extramural",eng,https://pubmed.ncbi.nlm.nih.gov/33258279/,False,1,,True,True,True,True
doi:10.1007/s00125-022-05750-1,doi:10.1007/s00125-022-05750-1,pubmed,pubmed,35802167,10.1007/s00125-022-05750-1,35802167,PMC9477948,Glucose-mediated insulin secretion is improved in FHL2-deficient mice and elevated FHL2 expression in humans is associated with type 2 diabetes.,"The general population is ageing, involving an enhanced incidence of chronic diseases such as type 2 diabetes. With ageing, DNA methylation of FHL2 increases, as well as expression of the four and a half LIM domains 2 (FHL2) protein in human pancreatic islets. We hypothesised that FHL2 is actively involved in glucose metabolism. Publicly available microarray datasets from human pancreatic islets were analysed for FHL2 expression. In FHL2-deficient mice, we studied glucose clearance and insulin secretion. Gene expression analysis and glucose-stimulated insulin secretion (GSIS) were determined in isolated murine FHL2-deficient islets to evaluate insulin-secretory capacity. Moreover, knockdown and overexpression of FHL2 were accomplished in MIN6 cells to delineate the underlying mechanism of FHL2 function. Transcriptomics of human pancreatic islets revealed that individuals with elevated levels of HbA 1c displayed increased FHL2 expression, which correlated negatively with insulin secretion pathways. In line with this observation, FHL2-deficient mice cleared glucose more efficiently than wild-type littermates through increased plasma insulin levels. Insulin sensitivity was comparable between these genotypes. Interestingly, pancreatic islets isolated from FHL2-deficient mice secreted more insulin in GSIS assays than wild-type mouse islets even though insulin content and islet size was similar. To support this observation, we demonstrated increased expression of the transcription factor crucial in insulin secretion, MAF BZIP transcription factor A (MafA), higher expression of GLUT2 and reduced expression of the adverse factor c-Jun in FHL2-deficient islets. The underlying mechanism of FHL2 was further delineated in MIN6 cells. FHL2-knockdown led to enhanced activation of forkhead box protein O1 (FOXO1) and its downstream genes such as Mafa and Pdx1 (encoding pancreatic and duodenal homeobox 1), as well as increased glucose uptake. On the other hand, FHL2 overexpression in MIN6 cells blocked GSIS, increased the formation of reactive oxygen species and increased c-Jun activity. Our data demonstrate that FHL2 deficiency improves insulin secretion from beta cells and improves glucose tolerance in mice. Given that FHL2 expression in humans increases with age and that high expression levels of FHL2 are associated with beta cell dysfunction, we propose that enhanced FHL2 expression in elderly individuals contributes to glucose intolerance and the development of type 2 diabetes. The human islet microarray datasets used are publicly available and can be found on https://www.ncbi.nlm.nih.gov/geo/ .",2022,2022-07-08,"Journal Article; Research Support, Non-U.S. Gov't",eng,https://pubmed.ncbi.nlm.nih.gov/35802167/,False,0,,True,True,True,True
doi:10.1007/s11357-025-02044-3,doi:10.1007/s11357-025-02044-3,europepmc,europepmc;openalex;pubmed;scopus,MED:41405793,10.1007/s11357-025-02044-3,41405793,,Genetic links between multimorbidity and human aging.,"The growing epidemiological burden of multimorbidity among older adults underscores an urgent need to develop interventions that can address multiple age-related diseases (ARDs) at once. Yet, the biological mechanisms driving their co-occurrence remain poorly understood. In this study, we conducted a multivariate genome-wide association analysis to dissect the shared genetic architecture of five common ARDs: heart attack, high cholesterol, hypertension, stroke, and type 2 diabetes. We defined this shared genetic component as the multivariate age-related disease factor (mvARD) and identified 263 independent variants across 180 genomic loci associated with mvARD. These variants were significantly enriched for associations with extreme human longevity, lending empirical support for the geroscience hypothesis in humans. Integrative gene prioritization using transcriptome-wide association studies, colocalization analysis, and Mendelian randomization identified four high-confidence genes in blood-DCAF16, PHF13, MGA, and GTF2B-with putative causal roles on mvARD. Using two-sample Mendelian randomization, we also found several modifiable lifestyle factors, including body mass index and dietary intake, that causally influenced the risk for multiple ARDs. Together, our findings revealed a shared genetic basis for common ARDs that overlapped with the biology of human aging and pointed to potential molecular and behavioral targets for delaying disease onset and promoting healthy aging.",2025,2025-12-17,Journal Article,eng,https://europepmc.org/article/MED/41405793,False,3,,True,True,True,True
doi:10.1016/j.archger.2025.106113,doi:10.1016/j.archger.2025.106113,semantic_scholar,semantic_scholar,01ae1021ccb36af699e255e633fca8eeb4f355f8,10.1016/j.archger.2025.106113,41389732,,Integration of multiple omics reveals key targets and cellular mechanisms for intervention in sarcopenia.,"BACKGROUND Sarcopenia, an age-related syndrome characterized by progressive loss of muscle mass, strength, and function, presents a significant global health burden with limited therapeutic interventions. This study integrates genomic causality, multi-tissue omics, and cellular mediation analyses to identify and prioritize mechanistically grounded therapeutic targets. METHODS A multi-tiered analytical framework was applied, beginning with two-sample Mendelian randomization (MR) to infer causal relationships between 4907 plasma proteins (cis-pQTLs from 35,559 individuals) and sarcopenia traits in Pan-UK Biobank participants. Bayesian colocalization and transcriptomic validation in human sarcopenia muscle biopsies were employed to prioritize targets. Cellular mediation analysis quantified contributions of immune and stromal cell subtypes to protein-trait pathways using transcriptomic deconvolution. RESULTS MR identified 1237 plasma proteins causally associated with sarcopenia traits, with six targets (HGFAC, GATM, HMOX2, F2, LMAN2L, HPGDS) validated through colocalization, transcriptomic expression, and sarcopenia-related dysregulation. Cellular mediation revealed immune mechanisms underlying HGFAC's effects, with CD4+ regulatory T cells mediating 3.49 % of its impact on sarcopenia traits. Prothrombin exhibited muscle-protective effects independent of coagulation. CONCLUSION This study establishes a causal map linking plasma proteins to sarcopenia through immune-stromal interactions. The integration of MR, multi-omics validation, and cellular mediation prioritizes six proteins as actionable targets, supporting repurposing of thrombin inhibitors and development of immunometabolic therapies. The framework bridges genomic causality with cellular pathophysiology, advancing precision strategies for age-related muscle decline.",2025,2025-12-01,JournalArticle,,https://www.semanticscholar.org/paper/01ae1021ccb36af699e255e633fca8eeb4f355f8,False,0,,True,False,True,False
doi:10.1016/j.cell.2026.01.022,doi:10.1016/j.cell.2026.01.022,openalex,europepmc;openalex;pubmed;semantic_scholar,https://openalex.org/W7131350615,10.1016/j.cell.2026.01.022,,,Vitamin B2 and B3 nutrigenomics reveals a therapy for NAXD disease,"Vitamins are essential metabolites that must be obtained from external sources. In modern times, they have become widely available, leading to their ad hoc consumption. We developed a nutritional genomics framework to systematically identify monogenic diseases responsive to micronutrient modulation. Genome-wide CRISPR screens under varying vitamin B2 and B3 levels revealed dozens of candidate disease genes amenable to rescue by individual vitamins. In the vitamin B3 screen, NAD(P)HX dehydratase (NAXD) was the top hit; this enzyme repairs an aberrant, hydrated form of NADH (6-hydroxy-1,4,5,6-tetrahydronicotinamide-adenine dinucleotide [NADHX]), and its loss causes severe neurodevelopmental disease. In our N axd knockout (KO) mouse, we observed NADHX accumulation, NAD + depletion, and impaired serine biosynthesis in neonatal KO brains. Spatial metabolomics, single-nuclei RNA sequencing (snRNA-seq), and histology pinpointed cortical and brain endothelial cell vulnerability. Low-vitamin B3 diets accelerated pathology, whereas vitamin B3 supplementation extended lifespan by more than 40-fold. These findings establish a nutritional genomics framework and demonstrate the therapeutic potential of precision vitamin interventions.",2026,2026-02-25,article,en,https://openalex.org/W7131350615,False,3,genomics_plus_other,True,True,True,True
doi:10.1016/j.envint.2024.108930,doi:10.1016/j.envint.2024.108930,semantic_scholar,semantic_scholar,face4f5c69bc99d5336244ec53cbe252ed5d7447,10.1016/j.envint.2024.108930,39128376,11620538,Integrating Multi-Omics with environmental data for precision health: A novel analytic framework and case study on prenatal mercury induced childhood fatty liver disease,"Background: Precision Health aims to revolutionize disease prevention by leveraging information across multiple omic datasets (multi-omics). However, existing methods generally do not consider personalized environmental risk factors (e.g., environmental pollutants). Objective: To develop and apply a precision health framework which combines multiomic integration (including early, intermediate, and late integration, representing sequential stages at which omics layers are combined for modeling) with mediation approaches (including high-dimensional mediation to identify biomarkers, mediation with latent factors to identify pathways, and integrated/quasi-mediation to identify high-risk subpopulations) to identify novel biomarkers of prenatal mercury induced metabolic dysfunction-associated fatty liver disease (MAFLD), elucidate molecular pathways linking prenatal mercury with MAFLD in children, and identify high-risk children based on integrated exposure and multiomics data. Methods: This prospective cohort study used data from 420 mother–child pairs from the Human Early Life Exposome (HELIX) project. Mercury concentrations were determined in maternal or cord blood from pregnancy. Cytokeratin 18 (CK-18; a MAFLD biomarker) and five omics layers (DNA Methylation, gene transcription, microRNA, proteins, and metabolites) were measured in blood in childhood (age 6–10 years). Results: Each standard deviation increase in prenatal mercury was associated with a 0.11 [95% confidence interval: 0.02–0.21] standard deviation increase in CK-18. High dimensional mediation analysis identified 10 biomarkers linking prenatal mercury and CK-18, including six CpG sites and four transcripts. Mediation with latent factors identified molecular pathways linking mercury and MAFLD, including altered cytokine signaling and hepatic stellate cell activation. Integrated/quasi-mediation identified high risk subgroups of children based on unique combinations of exposure levels, omics profiles (driven by epigenetic markers), and MAFLD. Conclusions: Prenatal mercury exposure is associated with elevated liver enzymes in childhood, likely through alterations in DNA methylation and gene expression. Our analytic framework can be applied across many different fields and serve as a resource to help guide future precision health investigations.",2024,2024-08-01,JournalArticle,,https://www.semanticscholar.org/paper/face4f5c69bc99d5336244ec53cbe252ed5d7447,False,0,,True,False,True,False
doi:10.1016/j.ijpara.2019.04.006,doi:10.1016/j.ijpara.2019.04.006,pubmed,pubmed,31269412,10.1016/j.ijpara.2019.04.006,31269412,,Life history and functional capacity of the microbiome are altered in beta-cypermethrin-resistant cockroaches.,"Cockroaches are widely perceived to evolve resistance to insecticides. Over-expression of a resistance-conferring gene can be costly and may require energy and resource reallocation for metabolic and developmental processes. To evaluate whether changes in the composition of gut microbiota in Blattella germanica affected its resistance evolution to beta-cypermethrin and to determine the role of gut microbiota in host growth and development, we studied the relationship between insecticide resistance and the diversity and genetic content of gut microbiota in cockroaches. Results suggest beta-cypermethrin-resistant cockroaches (R strain) exhibited a delayed development period and reduced adult longevity compared with susceptible cockroaches (S strain). Based on 16S rRNA gene sequencing and community metagenomics, we found that the relative abundance of Lactobacillus and Acetobacteraceae were significantly lower in the R strain compared with the S strain in the foregut and midgut of both strains. Functional annotation of Kyoto Encyclopedia of Genes and Genomes (KEGG) modules of midgut genes in the two strains revealed that 10.6% were involved in metabolism, while the relative abundance in the R strain was 7.4%. Unigenes were also translated into amino acid sequences and assigned to protein families based on hits to the Carbohydrate-Active enzymes (CAZy) database. This process identified the glycoside hydrolases, glycosyl transferases and carbohydrate-binding modules of the S strain as all being significantly higher in diversity than those in the R strain. Overall, we conclude that fitness-related costs increased in the resistant strain of cockroaches compared with the susceptible strain, and the variation in insect gut microbiota, especially those related to growth and development, was an important influencing factor.",2019,2019-06-30,"Journal Article; Research Support, Non-U.S. Gov't",eng,https://pubmed.ncbi.nlm.nih.gov/31269412/,False,0,,True,True,False,False
doi:10.1016/j.jid.2021.02.136,doi:10.1016/j.jid.2021.02.136,semantic_scholar,semantic_scholar,a2087449288d4b9fa0486050c12697ee50abaa1d,10.1016/j.jid.2021.02.136,,,117 Effect of the antimicrobial peptide derived from insulin-like growth factor-binding protein 5 on skin barrier regulation,"114 Involucrin deficiency results in decreased vitamin D receptor-mediated inflammation and Csnk1e isoform bias AD Schmidt, M Mathyer, E Brettmann and C de Guzman Strong Dermatology, Washington University in St Louis School of Medicine, St Louis, Missouri, United States We previously identified increased involucrin (IVL) expression for human skin barrier evolution that arose out-of-Africa. This led us to re-examine the function of involucrin in both adult and newborn Ivl-/mice. We investigated the inflammatory responses in adult mice using the MC903 (vitamin D agonist) inducible model for atopic dermatitis. Unexpectedly, Ivl-/mice exhibited reduced ear thickness compared to WT mice (p<0.001). Underlying this decreased ear skin inflammation was a comparative decrease in thymic stromal lymphopoietin (Tslp) expression in Ivl-/treated ears. Flow cytometry analysis to determine innate and adaptive immune cell phenotypes identified a notable decrease in CD4+ T cell infiltrate in Ivl-/treated ears (p<0.05). We investigated a potential mechanism for the reduced MC903-induced inflammation and identified reduced vitamin D receptor (Vdr) expression in Ivl-/versus WT skin. Thus far, we have identified a new phenotype for Ivl-/mice with reduced Vdr-mediated inflammation and decreased adaptive CD4+ T cell response as a result of decreased Vdr. We further examined the impact of involucrin deficiency in the skin using a comprehensive multi-omics approach (ATAC-seq, RNA-seq, and LC/MS proteomics) to determine chromatin accessibility, transcriptomic, and proteomic changes in Ivl-/and WT newborn epidermis (q<0.05). Involucrin was identified at the intersection of all three datasets thus demonstrating the validity and rigor of the approach. Five potential targets at the intersect of ATAC-seq differentially accessible regions and LC/MS differentially expressed proteins were determined. Of most interest, Csnk1e, known to regulate circadian clock, was found to have less accessible chromatin and reduced protein expression. DEXseq analysis identified a bias for Csnk1e alternative transcripts in Ivl-/mice. Together our findings reveal a functional role for the evolutionarily selected involucrin to regulate VDR-mediated inflammation and potentially for the circadian response in the skin. 115 Aged human keratinocytes have protein coding and noncoding RNA signatures indicative of inflammation, defective proliferation, and barrier deficiency C Mazahery, L Gunawardane, F Niazi, M Consolo, KD Cooper, TS McCormick and S Valadkhan 1 Case Western Reserve University School of Medicine, Cleveland, Ohio, United States and 2 University Hospitals Cleveland Medical Center, Cleveland, Ohio, United States Skin is in direct interface with the environment, subjecting it to extrinsic damage and intrinsic metabolic processes that result in aging. Long noncoding RNAs (lncRNA) are regulatory molecules, impacting transcription, translation, and macromolecular organization. Unlike other classes of RNAs, lncRNAs are understudied in most fields, including aging. This study investigates the role for lncRNA and protein coding RNA in aging using NGS by comparing transcriptomes from paired neonatal and adult keratinocyte donors. The biological impact of the genes correlated with and differentially expressed during aging were identified using pathway analysis and GWAS. Age positively correlated (correlation coefficient 0.6) with expression of 925 protein coding and 181 lncRNA genes, and negatively correlated with 739 protein coding and 168 lncRNA genes. Both classes of genes have single nucleotide polymorphisms associated with inflammatory disorders, including psoriasis and IBD. The differentially expressed genes play roles in barrier function, adhesion, cytokine-receptor interactions, and cancer-associated pathways. Surprisingly, senescence associated lncRNAs showed variable regulation with age: NORAD and MIAT had weak negative correlations, yet PINT and PVT1, components of the p53/Myc pathway, are enriched with age. Comparison to publically available skin suction blister and dermal fibroblast aging datasets revealed a core set of age-associated protein coding genes, which may underlie skin aging regardless of the layer or embryonic origin on the cell. In contrast, lncRNAs were notably lineage specific and may represent a modality for cell-type specific targeting of the aging process. Given the finding of altered barrier function in aged human keratinocytes, these findings will be compared to psoriasis, atopic dermatitis, and ichthyosis, diseases in which barrier dysfunction contributes to pathogenesis.",2021,2021-05-01,,,https://www.semanticscholar.org/paper/a2087449288d4b9fa0486050c12697ee50abaa1d,False,0,,True,True,True,True
doi:10.1016/j.nbd.2010.02.006,doi:10.1016/j.nbd.2010.02.006,semantic_scholar,semantic_scholar,f44d6e9170819a5d16b509effd2d96dd0d11db9e,10.1016/j.nbd.2010.02.006,20188171,2874096,Introduction: Epigenetics and neuropsychiatric diseases,"I am delighted to introduce and to serve as Guest Editor of this Special Issue of Neurobiology of Disease on Epigenetics and Neuropsychiatric Diseases. The fields of epigenetics and epigenomic medicine represent rapidly emerging disciplines of translational neuroscience that are already furnishing unique insights and perspectives regarding evolutionary innovations in brain form and function, nervous system development, emergent properties of neural stem cells and neural fate decisions, neural cell diversity and connectivity, neuronal and neural network homeostasis and plasticity, the pathogenesis of diverse classes of nervous system diseases and innovative therapeutic strategies. Epigenetic processes include the interrelated mechanisms of DNA methylation, histone modifications, nucleosome positioning, higher order chromatin remodeling, deployment of numerous classes of short and long non-protein-coding RNAs, RNA editing and DNA recoding. The unusual biophysical properties and associated informational versatility of RNA molecules are essential for directing and integrating these local as well as genome-wide processes and for orchestrating the transcriptional state of the cell, multiple complex pathways of post-transcriptional processing and epigenetic memory states. These cellular and systems biological transitional and homeostatic states can be modulated by cell intrinsic as well as environmental signals and by RNA and DNA editing events operating via activity-dependent intracellular transport and modification of RNAs and RNA regulatory complexes as well as through extracellular, systemic and even germ-line trafficking of distinct RNA subclasses. This continuum of epigenetic events, in turn, promotes the dynamic reorganization of functional nuclear microdomains and the overall genomic architecture to orchestrate the expression and function of individual neural genes and integrated gene networks with sophisticated spatial and temporal trajectories required to facilitate evolving brain processes and to thereby mediate higher order cognitive, behavioral and sensorimotor functions in health and disease. There is increasing evidence that epigenetics thus represents the dynamic molecular interface mediating gene-environmental interactions during critical periods through the lifespan as well as through multigenerational inheritance of complex neuropsychological traits. As revealed by the compelling evidence presented in the individual contributions of this Special Issue, epigenetics and epigenomic medicine have already begun to revolutionize our understanding of nervous system disease latency, onset and progression, the underlying molecular basis of major classes of neuropsychiatric diseases as well as more efficacious responses to newer therapeutic modalities based on these novel neurogenetic principles. These articles also stress the point that emerging classes of pharmacoepigenomic agents have the potential to truly revolutionize neurological therapeutic strategies and to significantly enhance recovery of impaired and even seemingly lost neurological functions through epigenetic reprogramming of endogenous neural stem cells and more mature neural cell subtypes and by dynamic remodeling of neural network connections and reorganization of associated synaptic and neural network-wide plasticity programs. In this Special Issue: Van Bokhoven and Kramer examine the roles of alterations in direct and indirect modifiers of chromatin structure and function in altering specific neural genes, functional gene networks and associated neuronal processes involved in mediating specific subclasses of intellectual and developmental disabilities with a synopsis of the prospects for developing innovative therapeutic interventions. Chamberlain and Lalande explore the complex epigenetic basis underlying neural developmental disorders associated with genomic imprinting at human chromosome 15q11-13, including Prader-Willi, Angelman and 15q duplication syndromes, with incisive analysis of epigenotype/phenotype correlations and future perspectives for innovative experimental investigations and novel therapeutic applications. Nakamori and Thornton discuss evolving principles underlying the pathogenesis of a subset of expansion repeat disorders that give rise to distinct neurodevelopmental, neurodegenerative and neuromuscular disorders through the effects of heterochromatin-mediated gene repression and RNA dominance/toxic gain-of-function mechanisms and explain why these epigenetically-mediated disorders may be unusually responsiveness to a diverse repertoire of evolving therapeutic strategies. Buckley’s and Cattaneo’s groups illustrate the interrelated mechanisms by which deregulation of the dynamic epigenetic and transcriptional modulatory REST supercomplex may promote Huntington’s disease pathogenesis through transcriptional dysregulation, aberrant post-transcriptional processing and impairment of associated epigenetic processes, including DNA methylation, histone and chromatin modifications, and deployment and function of microRNAs and long non-coding RNAs, with implications for the development of robust biomarkers and diverse modes of therapeutic interventions. Martinez and Esteller examine the role of deregulation of key epigenetic processes in the pathogenesis of different types of glioblastoma multiforme, including alterations in DNA methylation, histone and chromatin modifications and in the expression and function of microRNAs, and the importance of these seminal advances in identifying novel biomarkers, cancer-initiating/stem cells and in devising innovative therapeutic approaches that would help to restore epigenetically altered cell regulatory pathways involved in these currently refractory and highly invasive primary CNS tumors. Huynh and Casaccia explore the deregulated chromatin landscape underlying demyelinating disorders and mediated through the actions of specific epigenetic processes involved in oligodendrocyte progenitor cell differentiation during development, remyelination and senescence, including the emerging roles of novel histone post-translational modifications and histone variants, microRNAs and DNA methylation, with a complementary examination of their relevance to other neuropsychiatric disorders. Qureshi and Mehler discuss the diverse roles of epigenetic mechanisms, including DNA methylation, histone and chromatin modifications, non-coding RNAs and RNA editing, in the pathogenesis of human epilepsy syndromes and in the process of epileptogenesis, with novel insights with regard to cell type specific and environmentally responsive deployment of genes and functional gene networks that underlie disease onset, epilepsy subtypes, associated co-morbidities and targeted epigenetic therapeutic reprogramming strategies. Franklin and Mansuy illustrate a spectrum of epigenetic mechanisms involved in orchestrating environmentally mediated transgenerational inheritance of complex cognitive and behavioral traits that predispose to adult-onset neuropsychiatric diseases with an emphasis on DNA methylation and its emerging roles in mediating gene-environmental interactions and neural plasticity in the mature nervous system. McGowan and Szyf examine epigenetic processes involved in mediating social adversity during early life and the long lasting impact of deregulation of DNA methylation, histone, nucleosome and chromatin modifications and deployment of non-coding RNAs on the activities and functions of specific neural genes, with important implications for the development of innovative pharmacoepigenomic as well as social interventions for the major classes of neuropsychiatric diseases associated with developmental antecedents. Hsieh and Eisch define the emerging roles of diverse epigenetic mechanisms in stem cell- and neurogenic niche-mediated adult constitutive hippocampal neurogenesis and in encoding environmental inputs into stable and behaviorally salient changes in gene expression, and of evolving links between adult neurogenesis, epigenetic processes and neuropsychiatric disorders, with important implications for the development of new classes of psychotropic agents based on relevant epigenetic principles and stem cell-mediated neural protective and regenerative mechanisms. I want to express my special gratitude to Tim Greenamyre, Editor-in-Chief, for choosing me to serve as Guest Editor of this Special Issue and for his gracious support, encouragement and creative assistance, and particularly to Amy Bartolomeo, our Departmental Grants Administrator and to Timothy Bennett, Journal Manager, and also to Michael Osuch, Jayne Bullock and Lijuan Wang at Elsevier for furnishing expert and innovative support and assistance throughout the editorial process.",2010,2010-02-24,Editorial,,https://www.semanticscholar.org/paper/f44d6e9170819a5d16b509effd2d96dd0d11db9e,False,0,,True,True,True,True
